proyectoID,numProyecto,numPedido,descripcionProyecto,fechaProyecto,clienteID,servicioID,totalHoras,estadoProyecto,fechaFinalizadoCurso,fechaFinalizado,descripcionFinalizado,fechaBajaCurso,motivoBajaID,fechaBaja,descripcionBaja,facturacionPerdida,indicacionFacturacion,indicacionTrabajo,observacionesBaja,areaID,empresaID,fechaI,fechaF,presupuesto,equipoID,tstamp,creador,fechaEntregaInicial,horasEstimadas,estrategia
460,13-0268-01,\N,Mark Maddox mantenimientos 2013,2013-10-17,79,17,10.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-17,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
461,13-0269-01,\N,EXPOMINER,2013-10-14,79,16,12.00,Finalizado,\N,2013-10-28,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-14,2013-10-22,300.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
462,13-0270-01,\N,EducaciÃ³n Idea 2013,2013-10-18,147,17,10.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-18,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
463,13-0271-01,\N,GMI Web,2013-10-21,148,12,49.00,Finalizado,\N,2013-12-11,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-21,2013-11-30,1600.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
464,13-0272-01,\N,Rodicut Web,2013-10-22,8,12,65.00,Finalizado,\N,2014-06-06,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-22,2014-04-11,1800.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
465,13-0273-01,\N,Bricq,2013-10-22,8,12,43.00,Finalizado,\N,2014-06-06,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-22,2014-05-30,1200.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
466,13-0274-01,\N,EOS - Landing,2013-10-22,8,12,24.00,Finalizado,\N,2014-06-06,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-22,2014-05-30,600.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
467,13-0275-01,\N,Samueladas,2013-10-24,149,16,12.00,Finalizado,\N,2013-12-02,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-24,2013-11-23,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
468,13-0276-01,\N,NFC - Mediolanum,2013-10-24,79,12,27.00,Finalizado,\N,2013-11-19,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-24,2013-11-07,800.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
469,13-0277-01,\N,CRMs DIN,2013-10-28,99,18,295.00,Finalizado,\N,2015-02-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-28,2015-03-01,4200.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
470,13-0278-01,\N,Thermaco,2013-10-29,119,12,65.00,Finalizado,\N,2013-12-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-29,2013-11-28,2000.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
471,13-0279-01,\N,Granxatrans newsletter,2013-10-30,150,18,10.00,Finalizado,\N,2013-11-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-10-30,2013-11-15,400.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
472,13-0280-01,\N,Tienda Enemotos,2013-11-01,151,13,80.00,Finalizado,\N,2013-12-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-01,2013-12-13,2000.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
473,13-0281-01,\N,Efimod limpieza,2013-11-04,52,18,7.00,Finalizado,\N,2013-11-19,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-04,2013-12-04,30.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
475,13-0282-01,\N,Nautico Vigo,2013-11-08,30,17,12.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-08,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
476,13-0283-01,\N,Banners NFC,2013-11-11,79,18,5.00,Finalizado,\N,2013-11-20,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-11,2013-12-11,150.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
477,13-0284-01,\N,Blog de Elogia,2013-11-12,79,18,75.00,Finalizado,\N,2014-03-14,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-12,2014-01-31,800.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
478,13-0285-01,\N,Marinetea,2013-11-13,152,17,10.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-13,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
479,13-0286-01,\N,Plantajardin actualizaciÃ³n,2013-11-14,96,18,10.00,Finalizado,\N,2013-11-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-14,2013-12-14,200.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
480,13-0287-01,\N,Merkal banners,2013-11-17,79,16,5.00,Finalizado,\N,2013-11-20,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-17,2013-12-17,125.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
481,13-0288-01,\N,Genesal Fee,2013-11-19,153,18,40.00,Finalizado,\N,2014-12-06,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-19,2015-12-31,800.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
482,13-0289-01,\N,Ganchillo,2013-11-19,84,17,10.00,Finalizado,\N,2013-12-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-19,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
483,13-0290-01,\N,Saez diciembre 2013,2013-11-21,65,18,10.00,Finalizado,\N,2014-01-13,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-21,2014-01-09,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
484,13-0291-01,\N,OINK!,2013-11-21,154,13,110.00,Finalizado,\N,2014-01-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-21,2014-01-31,3500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
485,13-0292-01,\N,ZUBIA ACT,2013-11-21,41,12,27.00,Finalizado,\N,2014-04-28,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-21,2014-04-11,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
486,13-0293-01,\N,Fundacion Rosalia,2013-11-21,55,12,57.00,Finalizado,\N,2014-07-21,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-21,2014-07-31,1500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
487,13-0294-01,\N,Fee 10 HIC,2013-11-27,118,18,10.00,Finalizado,\N,2015-09-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-27,2015-12-31,150.00,2,2016-10-04 15:36:46,\N,\N,0.00,2
489,13-0296-01,\N,MAPA LITERARI,2013-11-28,155,15,43.00,Finalizado,\N,2014-03-06,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-28,2014-03-14,850.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
490,13-0297-01,\N,Nautic Vigo - importaciÃ³n,2013-11-29,30,18,15.00,Finalizado,\N,2014-11-18,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-11-29,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
491,13-0298-01,\N,Puertas de Galicia mantenimientos,2013-12-01,84,17,10.00,Finalizado,\N,2013-12-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-01,2013-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
492,13-0299-01,\N,Ivan BaÃ±a,2013-12-02,122,18,10.00,Finalizado,\N,2013-12-19,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-02,2014-01-01,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
493,13-0300-01,\N,Sala Serra mant,2013-12-02,126,18,2.00,Finalizado,\N,2013-11-29,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-02,2014-01-13,50.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
494,13-0301-01,\N,NANOCATE,2013-12-02,119,12,45.00,Finalizado,\N,2014-03-06,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-02,2014-03-21,1200.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
495,13-0302-01,\N,ACT PLANTA DEC13,2013-12-03,96,18,21.00,Finalizado,\N,2014-04-17,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-03,2014-04-30,250.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
496,13-0303-01,\N,Moodle ERC,2013-12-03,55,18,16.00,Finalizado,\N,2014-02-17,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-03,2014-01-28,250.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
497,13-0304-01,\N,ACT DEC 13 - REV,2013-12-03,156,18,11.00,Finalizado,\N,2014-02-20,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-03,2014-01-17,250.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
498,13-0305-01,\N,Ribeira Sacra - Sendegal,2013-12-04,84,15,30.00,Finalizado,\N,2014-02-10,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-04,2014-01-31,400.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
500,13-0307-01,\N,VIGOTEC web,2013-12-06,157,12,19.00,Finalizado,\N,2014-02-20,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-06,2014-01-29,650.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
501,13-0308-01,\N,Becas FUVI,2013-12-06,29,18,40.00,Finalizado,\N,2014-02-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-06,2014-01-31,1500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
502,13-0309-01,\N,Festival Infancia Fb,2013-12-09,79,16,15.00,Finalizado,\N,2013-12-16,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-09,2013-12-16,400.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
503,13-0310-01,\N,Calzados Charol,2013-12-09,48,13,23.00,Finalizado,\N,2014-01-08,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-09,2014-01-08,50.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
504,13-0311-01,\N,Blog de Boatius,2013-12-10,79,14,8.00,Finalizado,\N,2014-01-20,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-10,2014-01-22,50.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
505,13-0312-01,\N,Provigo,2013-12-13,158,12,80.00,Finalizado,\N,2014-03-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-13,2014-03-21,2000.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
506,13-0313-01,\N,Mail Navidad,2013-12-13,159,18,3.00,Finalizado,\N,2013-12-18,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-13,2014-01-12,75.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
507,13-0314-01,\N,Entransito cambios post-cierre,2013-12-13,71,18,10.00,Finalizado,\N,2014-01-20,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-13,2014-01-12,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
508,13-0315-01,\N,Moto Vespa,2013-12-16,160,12,16.00,Finalizado,\N,2014-03-04,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2013-12-16,2014-03-07,550.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
509,14-0316-01,\N,RSE 2014,2014-01-01,54,17,50.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,1700.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
510,14-0317-01,\N,ABG cambios enero,2014-01-13,182,18,7.00,Finalizado,\N,2014-01-20,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-13,2014-02-12,50.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
511,14-0318-01,\N,NOD32 antivirus 2014,2014-01-01,48,17,20.00,Finalizado,\N,2015-06-18,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
512,14-0319-01,\N,Kaspersky antivirus 2014,2014-01-01,48,17,20.00,Finalizado,\N,2015-06-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
513,14-0320-01,\N,Mantenimientos varios,2014-01-01,48,17,20.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,400.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
514,14-0321-01,\N,Botamavi 2014,2014-01-01,12,17,30.00,Finalizado,\N,2015-06-22,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,720.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
515,14-0322-01,\N,Marpol 2014,2014-01-01,32,17,30.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,720.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
516,14-0323-01,\N,Algalia intranet,2014-01-01,23,17,56.00,Finalizado,\N,2015-02-20,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,1380.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
518,14-0325-01,\N,Soporte antivirus 2014,2014-01-01,48,17,10.00,Finalizado,\N,2016-01-11,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
519,14-0326-01,\N,Becas FUVI 2014,2014-01-01,29,17,12.00,Finalizado,\N,2017-01-03,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
520,14-0327-01,\N,CDL Mantenimiento 2014,2014-06-01,29,17,40.00,Finalizado,\N,2015-06-22,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-06-01,2015-05-31,1140.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
521,14-0328-01,\N,Mantenimiento Rodicut 2014,2014-01-01,8,17,400.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
522,14-0329-01,\N,Marmotracker,2014-01-20,34,12,75.00,Finalizado,\N,2014-11-30,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-20,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
523,14-0330-01,\N,Solprotec tarjetas,2014-01-20,80,16,12.00,Finalizado,\N,2014-02-17,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-20,2014-02-19,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
524,14-0331-01,\N,Infonet 2014,2014-01-01,54,17,225.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
525,14-0332-01,\N,Mantenimiento Tools 2014,2014-01-01,44,17,20.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
526,14-0333-01,\N,REACCIONA PS,2014-01-24,183,12,18.00,Finalizado,\N,2014-03-18,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-24,2014-02-28,700.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
527,14-0334-01,\N,CLUB VINO,2014-01-24,184,13,230.00,Finalizado,\N,2015-09-21,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-24,2015-04-30,2000.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
528,14-0335-01,\N,ELIGE TU VINO,2014-01-27,184,13,105.00,Finalizado,\N,2015-02-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-27,2015-12-31,2000.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
529,14-0336-01,\N,DIFERSA 2WEB,2014-01-24,184,12,35.00,Finalizado,\N,2015-07-01,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-24,2015-12-31,250.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
530,14-0337-01,\N,ARTE LISTA,2014-01-24,159,18,6.00,Finalizado,\N,2014-02-13,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-24,2014-02-23,150.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
531,14-0338-01,\N,MunditÃ©,2014-01-27,185,16,5.00,Finalizado,\N,2014-02-17,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-27,2014-03-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
532,14-0339-01,\N,Mark Maddox mantenimientos 2014,2014-01-27,79,17,20.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-27,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
533,14-0340-01,\N,JAI 2014,2014-01-27,37,12,35.00,Finalizado,\N,2014-03-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-27,2014-03-07,900.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
534,14-0341-01,\N,Mantenimiento web Viladebouzas 2014,2014-01-27,128,17,20.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-27,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
535,14-0342-01,\N,Ucgal mantenimiento enero 2014,2014-01-28,143,18,4.00,Finalizado,\N,2014-02-04,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-28,2014-02-27,50.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
536,14-0343-01,\N,Mantenimientos Elogia 2014,2014-01-28,79,17,30.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-28,2014-12-31,600.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
537,14-0344-01,\N,AJUSTES CLUB CAMPO,2014-01-29,127,18,7.00,Finalizado,\N,2014-03-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-29,2014-02-28,210.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
538,14-0345-01,\N,MAR DE ONS,2014-01-29,79,12,490.00,Finalizado,\N,2016-07-27,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-29,2016-10-01,3000.00,1,2016-10-04 15:36:46,\N,\N,0.00,2
539,14-0346-01,\N,Mantenimiento 2014,2014-01-01,55,17,74.00,Finalizado,\N,2015-06-22,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,300.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
540,14-0347-01,\N,ASIS ,2014-01-30,186,12,60.00,Finalizado,\N,2014-06-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-30,2014-06-30,1800.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
541,14-0348-01,\N,BANNER 600x200,2014-01-30,187,16,1.00,Finalizado,\N,2014-02-13,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-30,2014-03-01,25.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
542,14-0349-01,\N,ACT DELITECA,2014-01-30,188,13,35.00,Finalizado,\N,2014-06-17,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-30,2014-06-06,900.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
543,14-0350-01,\N,VMG mant feb 2014,2014-01-30,53,18,6.00,Finalizado,\N,2014-03-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-30,2014-02-28,150.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
544,14-0351-01,\N,MANTENIMIENTO WEB 2014,2014-01-01,24,17,36.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
545,14-0352-01,\N,Mantenimiento 2014,2014-01-01,94,17,20.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,100.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
546,14-0353-01,\N,Mantenimientos 2014,2014-02-07,105,17,20.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-07,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
547,14-0354-01,\N,Softonic febrero,2014-02-07,159,18,12.00,Finalizado,\N,2014-02-13,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-07,2014-03-09,360.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
548,14-0355-01,\N,GESTION TEGUS,2014-02-07,189,18,0.00,Finalizado,\N,2014-06-06,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-07,2014-04-30,1600.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
549,14-0356-01,\N,Fe feb 2014,2014-02-11,115,18,10.00,Finalizado,\N,2014-02-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-11,2014-02-28,240.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
550,14-0357-01,\N,Thermaco mejoras,2014-02-11,119,18,10.00,Finalizado,\N,2014-02-28,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-11,2014-03-13,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
551,14-0358-01,\N,Funga 2014,2014-02-12,54,17,20.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-12,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
552,14-0359-01,\N,Mantenimientos 2014,2014-02-12,83,17,20.00,Finalizado,\N,2016-01-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-12,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
553,14-0360-01,\N,Ucgal mantenimiento feb 2014,2014-02-13,143,18,3.00,Finalizado,\N,2014-02-24,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-13,2014-02-28,90.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
554,14-0361-01,\N,Mantenimientos 2014,2014-02-13,190,17,12.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-13,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
555,14-0362-01,\N,WEB ADDER,2014-02-13,191,12,75.00,Finalizado,\N,2014-07-28,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-13,2014-08-17,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
556,14-0363-01,\N,Campus do Mar Mantenimientos 2014,2014-02-14,37,17,20.00,Finalizado,\N,2016-01-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-14,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
557,14-0364-01,\N,Digitaller  mejoras,2014-02-16,70,12,38.00,Finalizado,\N,2014-03-10,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-16,2014-03-07,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
558,14-0365-01,\N,Ai joyas,2014-02-17,192,18,10.00,Finalizado,\N,2014-03-17,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-17,2014-03-19,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
559,14-0366-01,\N,Toc toc School,2014-02-17,126,18,10.00,Finalizado,\N,2014-02-24,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-17,2014-03-19,120.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
560,14-0367-01,\N,IMAGEN GDX,2014-02-17,193,14,55.00,Finalizado,\N,2014-09-22,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-17,2014-09-30,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
561,14-0368-01,\N,Mantenimientos 2014,2014-02-19,98,17,10.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-19,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
562,14-0369-01,\N,Migracion + TPV MQM,2014-02-19,70,12,56.00,Finalizado,\N,2014-03-20,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-19,2014-03-21,1500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
563,14-0370-01,\N,MENAXE,2014-02-19,70,13,132.00,Finalizado,\N,2015-02-17,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-19,2015-02-22,1700.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
565,14-0372-01,\N,Mantenimientos 2014,2014-02-20,77,17,20.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-20,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
566,14-0373-01,\N,Mantenimientos 2014,2014-02-20,82,17,10.00,Finalizado,\N,2016-01-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-20,2014-12-31,0.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
567,14-0374-01,\N,Mantenimientos 2014,2014-01-01,194,17,24.00,Finalizado,\N,2015-07-07,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-01-01,2014-12-31,500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
568,14-0375-01,\N,LANDING NARMESTO,2014-02-20,37,12,6.00,Finalizado,\N,2014-03-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-20,2014-03-07,120.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
569,14-0376-01,\N,IBRANDS,2014-02-20,79,12,70.00,Finalizado,\N,2014-12-05,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,2,2014-02-20,2014-12-21,1500.00,\N,2016-10-04 15:36:46,\N,\N,0.00,2
